SMILES,SMILES_TARGET
COc1c(O)ccc2c1-c1ccc3c(c1C(=Cc1sccc2S(=O)(=O)N1C)OC)O3OC,COc1c(O)ccc2c1-c1ccc3c(c1C(=Cc1sccc2S(=O)(=O)N1C)OC)O3OC
Cc1oc(=O)oc(C)c1C1CCCc2nc3c(Cl)cccc3cc21,Cc1oc(=O)oc(C)c1C1CCCc2nc3c(Cl)cccc3cc21
Cc1cc(S(=O)(=O)nc2ccc3[nH]cc(CCN4CCNC4=O)c3c2)cn1C,Cc1cc(S(=O)(=O)nc2ccc3[nH]cc(CCN4CCNC4=O)c3c2)cn1C
O=C(NC1N=C(c2ccccc2)c2ccccc2-n2cnnc(F)c21)NC1CCCCC1,O=C(NC1N=C(c2ccccc2)c2ccccc2-n2cnnc(F)c21)NC1CCCCC1
COc1cc(CN2C3CN(C)CC2(C2)C3(C)C)c2ccccc21,COc1cc(CN2C3CN(C)CC2(C2)C3(C)C)c2ccccc21
Cc1cc(-c2cc(C3C4CC=C5CC3C(=O)O)n(CCC(C)(C)C)nc2C(OC4CCN(C(=O)CCC(F)(F)F)CC4)N(C)S3(=O)=O)cn1,Cc1cc(-c2cc(C3C4CC=C5CC3C(=O)O)n(CCC(C)(C)C)nc2C(OC4CCN(C(=O)CCC(F)(F)F)CC4)N(C)S3(=O)=O)cn1
NC(COc1cncn1)P(=O)(O)O,NC(COc1cncn1)P(=O)(O)O
CCOc1ccc2nc(O)c(CN(Cc3cccc(Br)c3)C(=O)NC)c(CC)cc2c1,CCOc1ccc2nc(O)c(CN(Cc3cccc(Br)c3)C(=O)NC)c(CC)cc2c1
c1ccc(CCC2CCCC(c3cc(OCCOc4ccc(OCCCCc5ccccc5)cc4)cc4)CCN23)cc1,c1ccc(CCC2CCCC(c3cc(OCCOc4ccc(OCCCCc5ccccc5)cc4)cc4)CCN23)cc1
CCOC(=O)C1=C(C)N=c2sc(=N[SH](=O)(O)=Cc3ccccc3Cl)c(O)n2C1c1ccc(O)cc1,CCOC(=O)C1=C(C)N=c2sc(=N[SH](=O)(O)=Cc3ccccc3Cl)c(O)n2C1c1ccc(O)cc1
CC(Nc1nc(-c2cccnc2)cc2ncc[nH]12)S(C)(=O)=O,CC(Nc1nc(-c2cccnc2)cc2ncc[nH]12)S(C)(=O)=O
COCCNc1nccn(-c2cc(C(=O)NC3CC3)cc(C(F)(F)F)c2C2CC2)n1,COCCNc1nccn(-c2cc(C(=O)NC3CC3)cc(C(F)(F)F)c2C2CC2)n1
O=C(Cn1cc(Cc2cncnc2)c(=O)nc1=O)NCc1ccccc1,O=C(Cn1cc(Cc2cncnc2)c(=O)nc1=O)NCc1ccccc1
Cc1ccc(-c2nnc3c2c(n2c(-c4cccc(OCC(=O)N(C)C)c2)CCC4)c(=O)n(-c2ccccc2)n3C)cc1,Cc1ccc(-c2nnc3c2c(n2c(-c4cccc(OCC(=O)N(C)C)c2)CCC4)c(=O)n(-c2ccccc2)n3C)cc1
Cc1ccc(-n2nc3c4cnc(Cl)c--4nn(CC(N)=O)c4cc32)nc1,Cc1ccc(-n2nc3c4cnc(Cl)c--4nn(CC(N)=O)c4cc32)nc1
COc1cccc(CCNc2c(C#N)c(C(F)(F)F)ccc2CCCCCOc2cccc(C#CC(C)(C)C)c2)C1,COc1cccc(CCNc2c(C#N)c(C(F)(F)F)ccc2CCCCCOc2cccc(C#CC(C)(C)C)c2)C1
CCNC(=O)c1cccc(NC(=O)N2CCCn3c(-c4ccccc4F)nc4cccc2c45)c1,CCNC(=O)c1cccc(NC(=O)N2CCCn3c(-c4ccccc4F)nc4cccc2c45)c1
CC(C)(C)c1cc(F)c2c(=O)n(-c3c(Cl)cccc3Cl)cnc12,CC(C)(C)c1cc(F)c2c(=O)n(-c3c(Cl)cccc3Cl)cnc12
CN1CCCN(C(=O)c2cc3cccc4c3[nH]c2c4c(c3ccccc24)C(=O)NC3=O)C1,CN1CCCN(C(=O)c2cc3cccc4c3[nH]c2c4c(c3ccccc24)C(=O)NC3=O)C1
CCNc1nc(-c2ccc(CNC(=O)C3C4CN(C(C)=O)CC4C(C)C)c(F)cc2C3(C)C)ccc1C1CC1,CCNc1nc(-c2ccc(CNC(=O)C3C4CN(C(C)=O)CC4C(C)C)c(F)cc2C3(C)C)ccc1C1CC1
Cc1cc(N2CCC(N3CCCC3)CC2)cc2[nH]c(-c3c(NCc4cc(Cn5cncn5)ccn4)cnc3OC(F)F)nc12,Cc1cc(N2CCC(N3CCCC3)CC2)cc2[nH]c(-c3c(NCc4cc(Cn5cncn5)ccn4)cnc3OC(F)F)nc12
Cc1ccc(-c2cc(C(C)(O)C3CC3)n3ccnc(N)c3c2)cc1,Cc1ccc(-c2cc(C(C)(O)C3CC3)n3ccnc(N)c3c2)cc1
Fc1cccc(-n2nc3ccccc3n2CCc2ccccc2)c1,Fc1cccc(-n2nc3ccccc3n2CCc2ccccc2)c1
COc1cc2c(Nc3ccc(C(F)(F)F)cc3)c(C#N)ccc2c[nH]1,COc1cc2c(Nc3ccc(C(F)(F)F)cc3)c(C#N)ccc2c[nH]1
Cc1cc(NC(=O)c2ccc3c(Cl)c4c(nc23)CCCC4)no1,Cc1cc(NC(=O)c2ccc3c(Cl)c4c(nc23)CCCC4)no1
OC(c1ccc(-c2cc(-c3ccc(OC(F)(F)F)cc3)n(CC3CC3)c(=O)c2)cc1)((F)F)c1c(Cl)cccc1Cl,OC(c1ccc(-c2cc(-c3ccc(OC(F)(F)F)cc3)n(CC3CC3)c(=O)c2)cc1)((F)F)c1c(Cl)cccc1Cl
CCC(=)N=C(NC#N)N(CCO)Cc1ccccn1,CCC(=)N=C(NC#N)N(CCO)Cc1ccccn1
CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cc(NC(=O)c4ccccc4N)c(F)cc3Cl)n(-c3ccccc3)n2)sn1,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cc(NC(=O)c4ccccc4N)c(F)cc3Cl)n(-c3ccccc3)n2)sn1
CN(C)c1ccc(CNc2nc3c(c(=O)[nH]c(=O)n2C)n2C)cc1,CN(C)c1ccc(CNc2nc3c(c(=O)[nH]c(=O)n2C)n2C)cc1
O=C1c2c(c(O)c3nncn3c3ccc(Cl)nc23)CCCN1C(C(=O)N1CCOCC1)c1ccccc1,O=C1c2c(c(O)c3nncn3c3ccc(Cl)nc23)CCCN1C(C(=O)N1CCOCC1)c1ccccc1
Nc1nc(N)c2c(s1)-c1ccc(Br)cc1CC21CC=CC1,Nc1nc(N)c2c(s1)-c1ccc(Br)cc1CC21CC=CC1
CC(C)(C)Cc1c(O)cc(O)c2c1O,CC(C)(C)Cc1c(O)cc(O)c2c1O
CN(C)Cc1cccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4ncnc34)cc2)c1,CN(C)Cc1cccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4ncnc34)cc2)c1
COc1ccc(C=CC(=O)Nc2nc3c(cc(C(=O)N(C)C)nn23)CC2CC2)cc1,COc1ccc(C=CC(=O)Nc2nc3c(cc(C(=O)N(C)C)nn23)CC2CC2)cc1
O=c1nc(NC2CCCCC2)c2sc3c(N4CCN(CCc5ccccc5)CC4)ncnc3c2c1,O=c1nc(NC2CCCCC2)c2sc3c(N4CCN(CCc5ccccc5)CC4)ncnc3c2c1
CSc1ccc(C(c2cc3cc(C4CC4(C)C)ccc3F)cc2)nc1,CSc1ccc(C(c2cc3cc(C4CC4(C)C)ccc3F)cc2)nc1
Cc1[nH]nc2cc(NC(=O)NC(C)c3ccccc3)nc(C(F)(F)F)n12,Cc1[nH]nc2cc(NC(=O)NC(C)c3ccccc3)nc(C(F)(F)F)n12
NC(N)=NCCCC(NC(=O)C1CCCN1C(=O)C(Cc1ccccc1)CP(=O)(O)C(Cc1ccccc1)NC(=O)c1cccc2ccccc12)C(=O)NC(Cc1ccc2c,NC(N)=NCCCC(NC(=O)C1CCCN1C(=O)C(Cc1ccccc1)CP(=O)(O)C(Cc1ccccc1)NC(=O)c1cccc2ccccc12)C(=O)NC(Cc1ccc2c
COC(=O)C(NC(=O)C(NC(=O)c1ccc(C=NCCc2cccon2)cc1)C(C)C)C(C)C,COC(=O)C(NC(=O)C(NC(=O)c1ccc(C=NCCc2cccon2)cc1)C(C)C)C(C)C
CC(C)Oc1ccc(Oc2cc3[nH]c(-c4cc(-c5ccc6[nH]nc(O)c6c5)C4)ncc3c(N)n2)cc1,CC(C)Oc1ccc(Oc2cc3[nH]c(-c4cc(-c5ccc6[nH]nc(O)c6c5)C4)ncc3c(N)n2)cc1
CC(C)(C)[S+]([O-])N1Cc2cc(C(=O)N3CCOCC3)n(-c3ccc(-c4ccccc4)cc3)cc2C1CCO,CC(C)(C)[S+]([O-])N1Cc2cc(C(=O)N3CCOCC3)n(-c3ccc(-c4ccccc4)cc3)cc2C1CCO
Cc1ccc2nc(CCc3nc(-c4cccoc4)cn3CC(C)Cl)nn2c1,Cc1ccc2nc(CCc3nc(-c4cccoc4)cn3CC(C)Cl)nn2c1
CCC12CN3CC(C)(CN(C1)CC(N3C(=O)NC1(C)CC1C)C3)CO2,CCC12CN3CC(C)(CN(C1)CC(N3C(=O)NC1(C)CC1C)C3)CO2
CC1(C)C=C(n2ccc3ccc(C(=O)c4cn(CC(=O)N5CCCC(F)(F)C5)n4)c(O)c3C2=O)cc1,CC1(C)C=C(n2ccc3ccc(C(=O)c4cn(CC(=O)N5CCCC(F)(F)C5)n4)c(O)c3C2=O)cc1
Cc1sc(NC(=O)c2cc3[nH](n2cc2c(=O)n(C)c(=O)n(C)c3=S)nc2-c2cccc(F)c2)c(C)c1C,Cc1sc(NC(=O)c2cc3[nH](n2cc2c(=O)n(C)c(=O)n(C)c3=S)nc2-c2cccc(F)c2)c(C)c1C
CC1CCc2c(sc3ncn4c(S)nnc23)C1=O,CC1CCc2c(sc3ncn4c(S)nnc23)C1=O
Cc1nc2ccc(C3CC3)nc2n2c(-c3cc(N4CCC(F)(F)C4=O)nsc3Cl)nc(C(F)(F)F)c12,Cc1nc2ccc(C3CC3)nc2n2c(-c3cc(N4CCC(F)(F)C4=O)nsc3Cl)nc(C(F)(F)F)c12
COc1ccc2c(OC)c3c(oc2c1)C(C)=CC(C)(C)N3,COc1ccc2c(OC)c3c(oc2c1)C(C)=CC(C)(C)N3
COc1ccc2[nH]c(CC34CCC(N4CC(O)C5)CC3)cc2c1,COc1ccc2[nH]c(CC34CCC(N4CC(O)C5)CC3)cc2c1
COc1cc(-c2ccc3ncc4nc(C(O)c5cc6nc(C)on5c4)cn3n2)cnc1N,COc1cc(-c2ccc3ncc4nc(C(O)c5cc6nc(C)on5c4)cn3n2)cnc1N
CC(=O)OC1C2C(C(C)(C)C)C3(C)C(O)C(CC4(O)CC(C)O5)=COC(C(=O)O)C(O)(C1O)C(C(=O)O)2C35,CC(=O)OC1C2C(C(C)(C)C)C3(C)C(O)C(CC4(O)CC(C)O5)=COC(C(=O)O)C(O)(C1O)C(C(=O)O)2C35
COc1cc2c(Oc3ccc(NC(=O)NN4C(=O)CC4(CCNC4)C3=O)cc3F)ccnc2cc1OCCCN1CCCC1,COc1cc2c(Oc3ccc(NC(=O)NN4C(=O)CC4(CCNC4)C3=O)cc3F)ccnc2cc1OCCCN1CCCC1
Cc1ccc(NS(=O)(=O)c2cc3c4c(c2)cc(Cl)cc2CCC4)ccc1C(=O)Nc1ccncc1,Cc1ccc(NS(=O)(=O)c2cc3c4c(c2)cc(Cl)cc2CCC4)ccc1C(=O)Nc1ccncc1
NC#NC(=O)NCCNC(=O)c1ccc(OC2CCN(c3nnc(Cl)s3)CC2)cc1,NC#NC(=O)NCCNC(=O)c1ccc(OC2CCN(c3nnc(Cl)s3)CC2)cc1
O=C(O)c1ccc(S(=O)(=O)N(Cc2ccc(C(F)(F)P3(=O)[O-])cc3ccccc23)c2ccc(Oc3ccccc3)cc2)cc1,O=C(O)c1ccc(S(=O)(=O)N(Cc2ccc(C(F)(F)P3(=O)[O-])cc3ccccc23)c2ccc(Oc3ccccc3)cc2)cc1
CC1CC(=O)c2c3c(c4c(c2O)C(=O)c2c1ccccc14)OC1=CC(C)(C)CCC(C)(C)O21,CC1CC(=O)c2c3c(c4c(c2O)C(=O)c2c1ccccc14)OC1=CC(C)(C)CCC(C)(C)O21
CCCCCCC#CC(=O)OC1C(C)C2(O)CC34OC(O)5CCC5(C)C3(O)C(OC4C)C2(O)C(O)C1OC1(C)C(OC)C2CC(C)(O)C(C)C=C(C)CC2,CCCCCCC#CC(=O)OC1C(C)C2(O)CC34OC(O)5CCC5(C)C3(O)C(OC4C)C2(O)C(O)C1OC1(C)C(OC)C2CC(C)(O)C(C)C=C(C)CC2
C=CC(=O)Nc1cccc(-n2c(=OCCC)c3c(C)c(C)nc(C)c3n2)c1,C=CC(=O)Nc1cccc(-n2c(=OCCC)c3c(C)c(C)nc(C)c3n2)c1
Cc1ccc(C2NC3(SCC=C4N)OC(=O)C24)cc1[N+](=O)[O-],Cc1ccc(C2NC3(SCC=C4N)OC(=O)C24)cc1[N+](=O)[O-]
CC(=O)N(Cc1ccc(-c2ccc(C(=O)O)n(C)c2)cc1)c1nc(N)n2nc(-c3ccco3)nc2n1,CC(=O)N(Cc1ccc(-c2ccc(C(=O)O)n(C)c2)cc1)c1nc(N)n2nc(-c3ccco3)nc2n1
CCCn1c(=O)n(C)c(=O)c2c(SCCCO)c(Cc3cccc4ccccc34)nc21,CCCn1c(=O)n(C)c(=O)c2c(SCCCO)c(Cc3cccc4ccccc34)nc21
CS(=O)(=O)CC(NC(c1ccc(-c2ccccc2)cc1)C(F)(F)F)C(=O)NCc1cc(Cl)ccc1N1CC=C(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)C,CS(=O)(=O)CC(NC(c1ccc(-c2ccccc2)cc1)C(F)(F)F)C(=O)NCc1cc(Cl)ccc1N1CC=C(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)C
O=C(COC(=O)c1cc(N2C(=O)C3=C(NCCC4=C3C2(Cl)Br)C2=C(CCCC4)S2)sc(O)c1Sc1ccccc1)Nc1ccc(S(=O)(=O)Nc2ncccn2),O=C(COC(=O)c1cc(N2C(=O)C3=C(NCCC4=C3C2(Cl)Br)C2=C(CCCC4)S2)sc(O)c1Sc1ccccc1)Nc1ccc(S(=O)(=O)Nc2ncccn2)
Nc1nc(Nc2ccc(N3CC(C(=O)Nc4c(Cl)c5c(ccc5n6CN(c7oc(=O)n(C(CO)C7)n6)CN6)CC5)c4Cl)ccn23)ncc1C(F)(F)F,Nc1nc(Nc2ccc(N3CC(C(=O)Nc4c(Cl)c5c(ccc5n6CN(c7oc(=O)n(C(CO)C7)n6)CN6)CC5)c4Cl)ccn23)ncc1C(F)(F)F
COc1ccccc1C(=O)n1c(C(=O)OC(C)C)c2ccccc21,COc1ccccc1C(=O)n1c(C(=O)OC(C)C)c2ccccc21
Oc1c2c3c(c(O)c(O)c4cc1c1ccc5c(c13)CCC4)CCC2,Oc1c2c3c(c(O)c(O)c4cc1c1ccc5c(c13)CCC4)CCC2
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(NC(=O)C4CCCCC4N(C)C)cc3Cl)cc3ncccc2=O)c1,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(NC(=O)C4CCCCC4N(C)C)cc3Cl)cc3ncccc2=O)c1
Cc1ccc(S(=O)(=O)NC2CCC(C(=O)N3CC(c4ccc(Cl)cc4)C(c4ccc(Cl)cc4)N(C(CS(=O)(=O)c4ccc(Cl)cc4)OC3=O)C3C4C=CCC,Cc1ccc(S(=O)(=O)NC2CCC(C(=O)N3CC(c4ccc(Cl)cc4)C(c4ccc(Cl)cc4)N(C(CS(=O)(=O)c4ccc(Cl)cc4)OC3=O)C3C4C=CCC
Cc1cc(C)n(S(=O)(=O)c2cc(Br)cc3nsnc23)c(C)c1,Cc1cc(C)n(S(=O)(=O)c2cc(Br)cc3nsnc23)c(C)c1
CN(C)CCCNCc1cccc(-c2cc(F)cc(Nc3ncc4c(=O)n(-c5c(Cl)cccc5Cl)c5ncc(N)cc5n4)cc32)c1,CN(C)CCCNCc1cccc(-c2cc(F)cc(Nc3ncc4c(=O)n(-c5c(Cl)cccc5Cl)c5ncc(N)cc5n4)cc32)c1
CC1(C)Oc2cc(C#Cc3ccccc3F)ccc2-c2[nH]c1c2C1c2ccc(O)cc2CCN1C,CC1(C)Oc2cc(C#Cc3ccccc3F)ccc2-c2[nH]c1c2C1c2ccc(O)cc2CCN1C
Clc1nccc(OCC2CCN3)c2-c1nc(Nc2ccc3[nH]cnc3c2)c2ccsc2n1,Clc1nccc(OCC2CCN3)c2-c1nc(Nc2ccc3[nH]cnc3c2)c2ccsc2n1
O=c1nc(OCC2CCCO2)cc2n1CCc1cc(OCCN3CCC4)ccc1C21CCCC1,O=c1nc(OCC2CCCO2)cc2n1CCc1cc(OCCN3CCC4)ccc1C21CCCC1
COc1cc2c(cc1NS(=O)(=O)C(F)(F)F)N(Cc1cccnc1)Cc1ccccn1-2,COc1cc2c(cc1NS(=O)(=O)C(F)(F)F)N(Cc1cccnc1)Cc1ccccn1-2
Oc1cnc2cc3ccccc3nc12,Oc1cnc2cc3ccccc3nc12
C#CCN1C(=O)c2nc(-c3ccc(-c4cc(OC)c(OC)cc4C(c4ccc(O)cc4)c4cc(Cl)cc(Cl)c4)n3C)cc2C1=O,C#CCN1C(=O)c2nc(-c3ccc(-c4cc(OC)c(OC)cc4C(c4ccc(O)cc4)c4cc(Cl)cc(Cl)c4)n3C)cc2C1=O
COc1cc(C)cc(OC)c1-c1ccc(CC(NC(=O)C2(C)C)COC(=O)C(N)CO)cc1,COc1cc(C)cc(OC)c1-c1ccc(CC(NC(=O)C2(C)C)COC(=O)C(N)CO)cc1
CC1C(=O)NCC1C(=O)Nc1cc(-c2ccnc(N)n2)c(F)c1,CC1C(=O)NCC1C(=O)Nc1cc(-c2ccnc(N)n2)c(F)c1
CC1(C)CCC2CC(C)(CN2C(=O)CCCc3c[nH]c4ccccc34)cc2O1,CC1(C)CCC2CC(C)(CN2C(=O)CCCc3c[nH]c4ccccc34)cc2O1
COc1ccc(NC2=NC(C)(O)C3(C)C4CCC2C3c2ccc(C)cc2C43)cc1,COc1ccc(NC2=NC(C)(O)C3(C)C4CCC2C3c2ccc(C)cc2C43)cc1
CN(C)CCNC(=O)c1c(O)oc2nc3c(c2c1=O)CN(C)CC3,CN(C)CCNC(=O)c1c(O)oc2nc3c(c2c1=O)CN(C)CC3
Oc1cc(C(O)Nc2ccc(Cl)c(Cl)c2)nc2n1CCCC2,Oc1cc(C(O)Nc2ccc(Cl)c(Cl)c2)nc2n1CCCC2
Cc1cccc(OP(C)(=O)O)cc1,Cc1cccc(OP(C)(=O)O)cc1
COc1ccc(S(=O)(=O)Nc2ccc(S(=O)(=O)N=C3C=CC(=C4C=CC(=C5c6cnc(N(C)C)nc6)C(=O)N5CCN4C3=O)c3cccc(F)c3)cc2,COc1ccc(S(=O)(=O)Nc2ccc(S(=O)(=O)N=C3C=CC(=C4C=CC(=C5c6cnc(N(C)C)nc6)C(=O)N5CCN4C3=O)c3cccc(F)c3)cc2
CC1CC(O)(Cc2ccc(F)cc2)CC2NC(C)(C(=O)O)N(Cc3cccc4ccccc34)C(=O)C23C1C2(C)C1=CC(=O)CC2(C)CC1,CC1CC(O)(Cc2ccc(F)cc2)CC2NC(C)(C(=O)O)N(Cc3cccc4ccccc34)C(=O)C23C1C2(C)C1=CC(=O)CC2(C)CC1
Nc1ccc(S(=O)(=O)N2CCN(C(=O)c3cccc(-n4ccc5c(C=O)n(O)ccc54)CC3)cc2)cn1,Nc1ccc(S(=O)(=O)N2CCN(C(=O)c3cccc(-n4ccc5c(C=O)n(O)ccc54)CC3)cc2)cn1
OC1C(O)C(OC2C(CO)OC(OC3C(O)C(CO)OC(OC4C(O)C(O)C(N5CC(O)CC5CC(c6ccccc6)NC5c6cc(OC(F)(F)F)ccc6Cl)COC4=O,OC1C(O)C(OC2C(CO)OC(OC3C(O)C(CO)OC(OC4C(O)C(O)C(N5CC(O)CC5CC(c6ccccc6)NC5c6cc(OC(F)(F)F)ccc6Cl)COC4=O
Nc1ncc(-c2cc(N3CC4CS(=O)(=O)C4)ncc3n2)cc1NC1CCC(CN2CCOCC2)CC1,Nc1ncc(-c2cc(N3CC4CS(=O)(=O)C4)ncc3n2)cc1NC1CCC(CN2CCOCC2)CC1
CC(=O)OC1C(C)OC2(c3ccccc3)OCCC3OC1(C)C2(C)C,CC(=O)OC1C(C)OC2(c3ccccc3)OCCC3OC1(C)C2(C)C
COc1ccc(-c2nc(N3CCOCC3)c3ccc4c(cc3c2)OCCO4)cc1,COc1ccc(-c2nc(N3CCOCC3)c3ccc4c(cc3c2)OCCO4)cc1
COc1ccc2c(c1)CN(C(=O)CCn1ncn3cccc3c1C)CC2,COc1ccc2c(c1)CN(C(=O)CCn1ncn3cccc3c1C)CC2
COc1cc(N)c(Cl)cc1C(=O)OCC1CCN(CCCN2C(=O)c3cc(Cl)(Cl)ccc3S2(=O)=O)CC1,COc1cc(N)c(Cl)cc1C(=O)OCC1CCN(CCCN2C(=O)c3cc(Cl)(Cl)ccc3S2(=O)=O)CC1
CC(C)(Cc1cc2cc(Cl)ccc2cc1-n1cc(CC(=O)O)nn1)(c1ccccc1)c1ccccc1,CC(C)(Cc1cc2cc(Cl)ccc2cc1-n1cc(CC(=O)O)nn1)(c1ccccc1)c1ccccc1
CCN1CCc2oc3c(C)cc(OCCO4)cc3c2C1,CCN1CCc2oc3c(C)cc(OCCO4)cc3c2C1
c1ccc(-c2[nH]nc3cc4c(cc23)N2CCC4CC2CO3)cn1,c1ccc(-c2[nH]nc3cc4c(cc23)N2CCC4CC2CO3)cn1
CN1CCN(c2cccc3[nH]c(-c4[nH]nc5cc(-c6ccc7c(c6)OCO7)cc54)nc2c2)CC1,CN1CCN(c2cccc3[nH]c(-c4[nH]nc5cc(-c6ccc7c(c6)OCO7)cc54)nc2c2)CC1
CC1OC(OC2CCN(C3CCC4(CC3)OC(C(=O)O)CC4)=CC2OC2C(O)C(CO)CC2N2CCC(O)C2)C(C)(C)C1C=O,CC1OC(OC2CCN(C3CCC4(CC3)OC(C(=O)O)CC4)=CC2OC2C(O)C(CO)CC2N2CCC(O)C2)C(C)(C)C1C=O
CNC(=O)c1ccc2[nH]nc(-c3cc4cc(C(N)=O)c(N)cc4[nH]3)c2cc1OC,CNC(=O)c1ccc2[nH]nc(-c3cc4cc(C(N)=O)c(N)cc4[nH]3)c2cc1OC
COc1ccc2c(c1)c(C=C1Oc3c(ccc(O)c3C)C(C)(C)C1)C(=O)N2,COc1ccc2c(c1)c(C=C1Oc3c(ccc(O)c3C)C(C)(C)C1)C(=O)N2
CC(=CCCC=CCCC(=O)O)(c1ccccc1)c1c(O)cc(O)cc1O,CC(=CCCC=CCCC(=O)O)(c1ccccc1)c1c(O)cc(O)cc1O
O=C1OC(Nc2cc(Cl)c3c(c2)C2(COCC3)CN=23)c2ccccc21,O=C1OC(Nc2cc(Cl)c3c(c2)C2(COCC3)CN=23)c2ccccc21
CC(C)C1c2c3[nH]c4cc(CCCO)ccc4c2CCN3CCC2CCCCC12,CC(C)C1c2c3[nH]c4cc(CCCO)ccc4c2CCN3CCC2CCCCC12
CN1C(=O)C2C(C(=O)Nc3ccc(Cl)cc3)C3(C#N)CCC3(O)CCCC2C3C1=O,CN1C(=O)C2C(C(=O)Nc3ccc(Cl)cc3)C3(C#N)CCC3(O)CCCC2C3C1=O
CC1(CCC(O)c2cc(Cl)c(-n3cnnc3)cc2F)=C(c2ccccc2)c2ccc(Br)cc21,CC1(CCC(O)c2cc(Cl)c(-n3cnnc3)cc2F)=C(c2ccccc2)c2ccc(Br)cc21
O=C(ON=C1C(Cl)=C(Cl)=CC(=CC=C(Cl)Br)C1=O)c1cccc([N+](=O)[O-])c1,O=C(ON=C1C(Cl)=C(Cl)=CC(=CC=C(Cl)Br)C1=O)c1cccc([N+](=O)[O-])c1
Cn1c(=O)cc2oc3ccc(O)cc3c2c1=O,Cn1c(=O)cc2oc3ccc(O)cc3c2c1=O
Cn1c(=O)n(Cc2ccc(Cl)cc2)c2c3cc([N+]4(C)CCCCC3)ccc21,Cn1c(=O)n(Cc2ccc(Cl)cc2)c2c3cc([N+]4(C)CCCCC3)ccc21
CC(C)(C)OC(=O)NC1(CCN1CCCC2CCCCC21)CN1C(=O)c2cc3ccccc3n2C1=O,CC(C)(C)OC(=O)NC1(CCN1CCCC2CCCCC21)CN1C(=O)c2cc3ccccc3n2C1=O
COc1ccc2[nH]cc(C=C3CCCC(=O)c3cc4cc(Cl)ccc4n3)c2c1,COc1ccc2[nH]cc(C=C3CCCC(=O)c3cc4cc(Cl)ccc4n3)c2c1
C[Si](C)(C)OC1CCN(C(=O)c2cc(C(F)(F)F)c3c(N)n4n(c3ccccc3=O)C4(C)CC(=O)N23)c2ccccc21,C[Si](C)(C)OC1CCN(C(=O)c2cc(C(F)(F)F)c3c(N)n4n(c3ccccc3=O)C4(C)CC(=O)N23)c2ccccc21
O=c1oc(Nc2cccc(C(F)(F)F)c2)n2c1cc1cc(Cl)ccc12,O=c1oc(Nc2cccc(C(F)(F)F)c2)n2c1cc1cc(Cl)ccc12
NC(=O)c1cccc2sc(N3CCC(N4CCCCC4)CC3)nc2c1,NC(=O)c1cccc2sc(N3CCC(N4CCCCC4)CC3)nc2c1
COc1cc(-c2ccc(NC(=O)C(O)C(F)(F)F)cc2)c(F)cc1-n1c(=O)ccc2cc(S(=O)(=O)Nc3cc(C(=O)O)cc(C(=O)O)c3)c(F)cc,COc1cc(-c2ccc(NC(=O)C(O)C(F)(F)F)cc2)c(F)cc1-n1c(=O)ccc2cc(S(=O)(=O)Nc3cc(C(=O)O)cc(C(=O)O)c3)c(F)cc
Nc1nnc2n(Cc3ccc(F)cc3)c(=O)n(-c3ccccc3)c1-2,Nc1nnc2n(Cc3ccc(F)cc3)c(=O)n(-c3ccccc3)c1-2
COc1ccc2c(c1)N(c1nccc3[nH]c(-c4ccc(Cl)cc4)nn13)CCS2,COc1ccc2c(c1)N(c1nccc3[nH]c(-c4ccc(Cl)cc4)nn13)CCS2
COc1cnn(C)c(=O)c1-n1ccc(NC(=O)NS(=O)(=O)c2ccccc2C)c(Cl)c1,COc1cnn(C)c(=O)c1-n1ccc(NC(=O)NS(=O)(=O)c2ccccc2C)c(Cl)c1
CN(C)CCNC(=O)c1cc[nH]2cc(-c3cccc(Br)c3)nc12,CN(C)CCNC(=O)c1cc[nH]2cc(-c3cccc(Br)c3)nc12
CC1CCCN1c1cccc(Nc2ccc3nnc(-c4cccc(OC(F)(F)F)c4)n3)cc2c1,CC1CCCN1c1cccc(Nc2ccc3nnc(-c4cccc(OC(F)(F)F)c4)n3)cc2c1
CC12C(=O)N(c3ccc(Cl)c(Cl)c3)C(=O)N1C(C(=O)NC1CCCCC1)C1(Cc3ccccc3)C1=CC(=O)CC2,CC12C(=O)N(c3ccc(Cl)c(Cl)c3)C(=O)N1C(C(=O)NC1CCCCC1)C1(Cc3ccccc3)C1=CC(=O)CC2
O=C1CSc2cc(NS(=O)(=O)c3ccc(Cl)cc3)cc3[nH]c2c1OCC3,O=C1CSc2cc(NS(=O)(=O)c3ccc(Cl)cc3)cc3[nH]c2c1OCC3
Cc1cn(C2CC(n3cc(C)c4cc(N5CCCCC5)cc5c32)C(C)(C)CC4)c(=O)n(CC(=O)Nc2ccc(NC(C)=O)cc2)c1=O,Cc1cn(C2CC(n3cc(C)c4cc(N5CCCCC5)cc5c32)C(C)(C)CC4)c(=O)n(CC(=O)Nc2ccc(NC(C)=O)cc2)c1=O
