0,1,2
FC(F)=CCOC=C,6997,1
FC(F)=CCOC=O,6998,1
CC(C)=CCON=C,6999,1
CC(F)=CCON=C,7000,1
FC(F)=CCON=C,7001,1
CC(C)=COCC=C,7002,1
CC(C)=COCC=O,7003,1
CC(C)=COCC#N,7004,1
CC(F)=COCC=C,7005,1
CC(F)=COCC=O,7006,1
CC(F)=COCC#N,7007,1
FC(F)=COCC=C,7008,1
FC(F)=COCC=O,7009,1
FC(F)=COCC#N,7010,1
CC(C)=NNCC=C,7011,1
CC(C)=NNCC=O,7012,1
CC(C)=NNCC#N,7013,1
CC(C)=NOCC=C,7014,1
CC(C)=NOCC=O,7015,1
CC(C)=NOCC#N,7016,1
CC(C)=CCCC#C,7017,1
CC(F)=CCCC#C,7018,1
FC(F)=CCCC#C,7019,1
CC(C)=COCC#C,7020,1
CC(F)=COCC#C,7021,1
FC(F)=COCC#C,7022,1
CC(C)=NNCC#C,7023,1
CC(C)=NOCC#C,7024,1
CC=CCC=C(C)C,7025,1
CC(C)=CCC=CF,7026,1
CC=CCC=C(C)F,7027,1
CC(F)=CCC=CF,7028,1
CC=CCC=C(F)F,7029,1
FC=CCC=C(F)F,7030,1
CC(C)=CCC=NN,7031,1
CC(C)=CCC=NO,7032,1
CC(F)=CCC=NN,7033,1
CC(F)=CCC=NO,7034,1
NN=CCC=C(F)F,7035,1
ON=CCC=C(F)F,7036,1
CN=CNC=C(C)C,7037,2
CC(C)=CN=CNN,7038,2
CC(C)=CN=CNO,7039,2
CN=CNC=C(C)F,7040,2
CC(F)=CN=CNN,7041,2
CC(F)=CN=CNO,7042,2
CNC=NC=C(F)F,7043,2
NN=CNC=C(F)F,7044,2
ON=CNC=C(F)F,7045,2
CC=COC=C(C)C,7046,1
CC(C)=COC=CF,7047,1
CC=COC=C(C)F,7048,1
CC(F)=COC=CF,7049,1
CC=COC=C(F)F,7050,1
FC=COC=C(F)F,7051,1
CC(C)=COC=NN,7052,1
CC(C)=COC=NO,7053,1
CC(F)=COC=NN,7054,1
CC(F)=COC=NO,7055,1
NN=COC=C(F)F,7056,1
ON=COC=C(F)F,7057,1
CN=CNN=C(C)C,7058,2
CC(C)=NN=CNN,7059,2
CC(C)=NN=CNO,7060,2
CC(C)=NOC=NN,7061,1
CC(C)=NOC=NO,7062,1
CC#CCC=C(C)C,7063,1
CC#CCC=C(C)F,7064,1
CC#CCC=C(F)F,7065,1
CCC=CC=C(C)C,7066,1
CC(C)=CC=CCN,7067,1
CC(C)=CC=CCO,7068,1
CC(C)=CC=CCF,7069,1
CCC=CC=C(C)F,7070,1
CC(F)=CC=CCN,7071,1
CC(F)=CC=CCO,7072,1
CC(F)=CC=CCF,7073,1
CCC=CC=C(F)F,7074,1
NCC=CC=C(F)F,7075,1
OCC=CC=C(F)F,7076,1
FCC=CC=C(F)F,7077,1
COC=CC=C(C)C,7078,1
COC=CC=C(C)F,7079,1
COC=CC=C(F)F,7080,1
CNN=CC=C(C)C,7081,1
CNN=CC=C(C)N,7082,2
CNN=CC=C(C)F,7083,1
CNN=CC=C(N)N,7084,2
CNN=CC=C(F)F,7085,1
CON=CC=C(C)C,7086,1
CON=CC=C(C)N,7087,2
CON=CC=C(C)F,7088,1
CON=CC=C(N)N,7089,2
CON=CC=C(F)F,7090,1
CCC=NN=C(C)C,7091,1
CC(C)=NN=CCN,7092,1
CC(C)=NN=CCO,7093,1
CC(C)=NN=CCF,7094,1
COC=NN=C(C)C,7095,1
CC(C)=CC=CC=C,7096,1
CC(C)=CC=CC=O,7097,1
CC(C)=CC=CC#N,7098,1
CC(F)=CC=CC=C,7099,1
CC(F)=CC=CC=O,7100,1
CC(F)=CC=CC#N,7101,1
FC(F)=CC=CC=C,7102,1
FC(F)=CC=CC=O,7103,1
FC(F)=CC=CC#N,7104,1
CC(C)=CC=NN=C,7105,1
CC(N)=CC=NN=C,7106,2
CC(F)=CC=NN=C,7107,1
NC(N)=CC=NN=C,7108,2
FC(F)=CC=NN=C,7109,1
CC(C)=NN=CC=C,7110,1
CC(C)=NN=CC=O,7111,1
CC(C)=NN=CC#N,7112,1
CC(C)=CC=CC#C,7113,1
CC(F)=CC=CC#C,7114,1
FC(F)=CC=CC#C,7115,1
CC(C)=NN=CC#C,7116,1
CCC#CC=C(C)C,7117,1
CC(C)=CC#CCN,7118,1
CC(C)=CC#CCO,7119,1
CC(C)=CC#CCF,7120,1
CCC#CC=C(C)F,7121,1
CC(F)=CC#CCN,7122,1
CC(F)=CC#CCO,7123,1
CC(F)=CC#CCF,7124,1
CCC#CC=C(F)F,7125,1
NCC#CC=C(F)F,7126,1
OCC#CC=C(F)F,7127,1
FCC#CC=C(F)F,7128,1
CC(C)=CC#CC=C,7129,1
CC(C)=CC#CC=O,7130,1
CC(C)=CC#CC#N,7131,1
CC(F)=CC#CC=C,7132,1
CC(F)=CC#CC=O,7133,1
CC(F)=CC#CC#N,7134,1
FC(F)=CC#CC=C,7135,1
FC(F)=CC#CC=O,7136,1
FC(F)=CC#CC#N,7137,1
CC(C)=CC#CC#C,7138,1
CC(F)=CC#CC#C,7139,1
FC(F)=CC#CC#C,7140,1
CCC1CCC1(C)C,7141,1
CC1(C)CCC1CN,7142,1
CC1(C)CCC1CO,7143,1
CC1(C)CCC1CF,7144,1
CCC1CCC1(C)N,7145,1
CC1(N)CCC1CN,7146,1
CC1(N)CCC1CO,7147,1
CC1(N)CCC1CF,7148,1
CCC1CCC1(C)O,7149,1
CC1(O)CCC1CN,7150,1
CC1(O)CCC1CO,7151,1
CC1(O)CCC1CF,7152,1
CCC1CCC1(C)F,7153,1
CC1(F)CCC1CN,7154,1
CC1(F)CCC1CO,7155,1
CC1(F)CCC1CF,7156,1
CCC1CCC1(F)F,7157,1
NCC1CCC1(F)F,7158,1
OCC1CCC1(F)F,7159,1
FCC1CCC1(F)F,7160,1
CNC1CCC1(C)C,7161,1
CNC1CCC1(C)N,7162,1
CNC1CCC1(C)O,7163,1
CNC1CCC1(C)F,7164,1
CNC1CCC1(F)F,7165,1
COC1CCC1(C)C,7166,1
COC1CCC1(C)N,7167,1
COC1CCC1(C)O,7168,1
COC1CCC1(C)F,7169,1
COC1CCC1(F)F,7170,1
CCC1NCC1(C)C,7171,1
CC1(C)CNC1CN,7172,1
CC1(C)CNC1CO,7173,1
CC1(C)CNC1CF,7174,1
CCC1NCC1(C)N,7175,1
CC1(N)CNC1CN,7176,1
CC1(N)CNC1CO,7177,1
CC1(N)CNC1CF,7178,1
CCC1NCC1(C)O,7179,1
CC1(O)CNC1CN,7180,1
CC1(O)CNC1CO,7181,1
CC1(O)CNC1CF,7182,1
CCC1NCC1(C)F,7183,1
CC1(F)CNC1CN,7184,1
CC1(F)CNC1CO,7185,1
CC1(F)CNC1CF,7186,1
CCC1NCC1(F)F,7187,1
NCC1NCC1(F)F,7188,1
OCC1NCC1(F)F,7189,1
FCC1NCC1(F)F,7190,1
CCC1OCC1(C)C,7191,1
CC1(C)COC1CN,7192,1
CC1(C)COC1CO,7193,1
CC1(C)COC1CF,7194,1
CCC1OCC1(C)N,7195,1
CC1(N)COC1CN,7196,1
CC1(N)COC1CO,7197,1
CC1(N)COC1CF,7198,1
CCC1OCC1(C)O,7199,1
CC1(O)COC1CN,7200,1
CC1(O)COC1CO,7201,1
CC1(O)COC1CF,7202,1
CCC1OCC1(C)F,7203,1
CC1(F)COC1CN,7204,1
CC1(F)COC1CO,7205,1
CC1(F)COC1CF,7206,1
CCC1OCC1(F)F,7207,1
NCC1OCC1(F)F,7208,1
OCC1OCC1(F)F,7209,1
FCC1OCC1(F)F,7210,1
CCC1CNC1(C)C,7211,1
CC1(C)NCC1CN,7212,1
CC1(C)NCC1CO,7213,1
CC1(C)NCC1CF,7214,1
CNC1CNC1(C)C,7215,1
COC1CNC1(C)C,7216,1
CCC1COC1(C)C,7217,1
CC1(C)OCC1CN,7218,1
CC1(C)OCC1CO,7219,1
CC1(C)OCC1CF,7220,1
CNC1COC1(C)C,7221,1
COC1COC1(C)C,7222,1
CCN1CCC1(C)C,7223,1
CC1(C)CCC1C=C,7224,1
CC1(C)CCC1C=O,7225,1
CC1(C)CCC1C#N,7226,1
CC1(N)CCC1C=C,7227,1
CC1(O)CCC1C=C,7228,1
CC1(O)CCC1C=O,7229,1
CC1(O)CCC1C#N,7230,1
CC1(F)CCC1C=C,7231,1
CC1(F)CCC1C=O,7232,1
CC1(F)CCC1C#N,7233,1
FC1(F)CCC1C=C,7234,1
FC1(F)CCC1C=O,7235,1
FC1(F)CCC1C#N,7236,1
CC1(C)CNC1C=C,7237,1
CC1(C)CNC1C=O,7238,1
CC1(C)CNC1C#N,7239,1
CC1(N)CNC1C=C,7240,1
CC1(O)CNC1C=C,7241,1
CC1(O)CNC1C=O,7242,1
CC1(O)CNC1C#N,7243,1
CC1(F)CNC1C=C,7244,1
CC1(F)CNC1C=O,7245,1
CC1(F)CNC1C#N,7246,1
FC1(F)CNC1C=C,7247,1
FC1(F)CNC1C=O,7248,1
FC1(F)CNC1C#N,7249,1
CC1(C)COC1C=C,7250,1
CC1(C)COC1C=O,7251,1
CC1(C)COC1C#N,7252,1
CC1(N)COC1C=C,7253,1
CC1(O)COC1C=C,7254,1
CC1(O)COC1C=O,7255,1
CC1(O)COC1C#N,7256,1
CC1(F)COC1C=C,7257,1
CC1(F)COC1C=O,7258,1
CC1(F)COC1C#N,7259,1
FC1(F)COC1C=C,7260,1
FC1(F)COC1C=O,7261,1
FC1(F)COC1C#N,7262,1
CC1(C)NCC1C=C,7263,1
CC1(C)NCC1C=O,7264,1
CC1(C)NCC1C#N,7265,1
CC1(C)OCC1C=C,7266,1
CC1(C)OCC1C=O,7267,1
CC1(C)OCC1C#N,7268,1
CC1(C)CCN1C=N,7269,1
CC1(C)CCN1C=O,7270,1
CC1(C)CCN1N=C,7271,1
CC1(C)CCC1C#C,7272,1
CC1(N)CCC1C#C,7273,1
CC1(O)CCC1C#C,7274,1
CC1(F)CCC1C#C,7275,1
FC1(F)CCC1C#C,7276,1
CC1(C)CNC1C#C,7277,1
CC1(N)CNC1C#C,7278,1
CC1(O)CNC1C#C,7279,1
CC1(F)CNC1C#C,7280,1
FC1(F)CNC1C#C,7281,1
CC1(C)COC1C#C,7282,1
CC1(N)COC1C#C,7283,1
CC1(O)COC1C#C,7284,1
CC1(F)COC1C#C,7285,1
FC1(F)COC1C#C,7286,1
CC1(C)NCC1C#C,7287,1
CC1(C)OCC1C#C,7288,1
CC1(C)CCCCC1,7289,1
CC1(N)CCCCC1,7290,1
CC1(O)CCCCC1,7291,1
CC1(F)CCCCC1,7292,1
FC1(F)CCCCC1,7293,1
CC1(C)CCNCC1,7294,1
CC1(N)CCNCC1,7295,1
CC1(O)CCNCC1,7296,1
CC1(F)CCNCC1,7297,1
FC1(F)CCNCC1,7298,1
CC1(C)CCOCC1,7299,1
CC1(N)CCOCC1,7300,1
CC1(O)CCOCC1,7301,1
CC1(F)CCOCC1,7302,1
FC1(F)CCOCC1,7303,1
CC1(C)CCCNC1,7304,1
CC1(N)CCCNC1,7305,1
CC1(O)CCCNC1,7306,1
CC1(F)CCCNC1,7307,1
FC1(F)CCCNC1,7308,1
CC1(C)CCCOC1,7309,1
CC1(N)CCCOC1,7310,1
CC1(O)CCCOC1,7311,1
CC1(F)CCCOC1,7312,1
FC1(F)CCCOC1,7313,1
CC1(C)COCOC1,7314,1
CC1(N)COCOC1,7315,1
CC1(O)COCOC1,7316,1
CC1(F)COCOC1,7317,1
FC1(F)COCOC1,7318,1
CC1(C)CCCCN1,7319,1
CC1(C)CNCCN1,7320,1
CC1(C)COCCN1,7321,1
CC1(C)CCCCO1,7322,1
CC1(C)CCOCO1,7323,1
CC1(C)CNCCO1,7324,1
CC1(C)COCCO1,7325,1
CC1(C)OCCCO1,7326,1
CC1(C)OCOCO1,7327,1
CC1(C)CCC=CC1,7328,1
CC1(N)CCC=CC1,7329,1
CC1(O)CCC=CC1,7330,1
CC1(F)CCC=CC1,7331,1
FC1(F)CCC=CC1,7332,1
CC1(C)CNN=CC1,7333,1
CC1(N)CNN=CC1,7334,1
CC1(O)CNN=CC1,7335,1
CC1(F)CNN=CC1,7336,1
FC1(F)CNN=CC1,7337,1
CC1(C)CNC=NC1,7338,1
CC1(N)CNC=NC1,7339,1
CC1(O)CNC=NC1,7340,1
CC1(F)CNC=NC1,7341,1
FC1(F)CNC=NC1,7342,1
CC1(C)COC=CC1,7343,1
CC1(N)COC=CC1,7344,1
CC1(O)COC=CC1,7345,1
CC1(F)COC=CC1,7346,1
FC1(F)COC=CC1,7347,1
CC1(C)CON=CC1,7348,1
CC1(N)CON=CC1,7349,1
CC1(O)CON=CC1,7350,1
CC1(F)CON=CC1,7351,1
FC1(F)CON=CC1,7352,1
CC1(C)CCN=CN1,7353,2
CC1(C)CCC=NN1,7354,1
CC1(C)CNN=CN1,7355,2
CC1(C)CN=CNN1,7356,2
CC1(C)CON=CN1,7357,2
CC1(C)COC=NN1,7358,1
CC1(C)CCC=CO1,7359,1
CC1(C)CCC=NO1,7360,1
CC1(C)CNN=CO1,7361,1
CC1(C)CN=CNO1,7362,2
CC1(C)COC=CO1,7363,1
CC1(C)CON=CO1,7364,1
CC1(C)COC=NO1,7365,1
CC1(C)CC=CCN1,7366,1
CC1(C)CC=CCO1,7367,1
CC1(C)OCC=CO1,7368,1
CC1(C)OCC=NO1,7369,1
CC1(C)ONC=NO1,7370,1
CC1(C)CCCC=C1,7371,1
CC1(N)CCCC=C1,7372,1
CC1(O)CCCC=C1,7373,1
CC1(F)CCCC=C1,7374,1
FC1(F)CCCC=C1,7375,1
CC1(C)CCOC=C1,7376,1
CC1(N)CCOC=C1,7377,1
CC1(O)CCOC=C1,7378,1
CC1(F)CCOC=C1,7379,1
FC1(F)CCOC=C1,7380,1
CC1(C)CCNN=C1,7381,1
CC1(N)CCNN=C1,7382,1
CC1(O)CCNN=C1,7383,1
CC1(F)CCNN=C1,7384,1
FC1(F)CCNN=C1,7385,1
CC1(C)CCON=C1,7386,1
CC1(N)CCON=C1,7387,1
CC1(O)CCON=C1,7388,1
CC1(F)CCON=C1,7389,1
FC1(F)CCON=C1,7390,1
CC1(C)CNCC=C1,7391,1
CC1(N)CNCC=C1,7392,1
CC1(O)CNCC=C1,7393,1
CC1(F)CNCC=C1,7394,1
FC1(F)CNCC=C1,7395,1
CC1(C)COCC=C1,7396,1
CC1(N)COCC=C1,7397,1
CC1(O)COCC=C1,7398,1
CC1(F)COCC=C1,7399,1
FC1(F)COCC=C1,7400,1
CC1(C)NCCC=C1,7401,1
CC1(C)OCCC=C1,7402,1
CC1(C)OCOC=C1,7403,1
CC1(C)OCON=C1,7404,1
CC1(C)CC=CC=C1,7405,1
CC1(N)CC=CC=C1,7406,1
CC1(O)CC=CC=C1,7407,1
CC1(F)CC=CC=C1,7408,1
FC1(F)CC=CC=C1,7409,1
CC1(C)CC=NN=C1,7410,1
CC1(N)CC=NN=C1,7411,1
CC1(O)CC=NN=C1,7412,1
CC1(F)CC=NN=C1,7413,1
FC1(F)CC=NN=C1,7414,1
CC1(C)C=NNC=N1,7415,2
CC1(C)NN=CC=C1,7416,1
CC1(C)OC=CC=C1,7417,1
CC1(C)OC=NN=C1,7418,1
CC1(C)ON=CC=C1,7419,1
CC1(C)C=CCC=C1,7420,1
CC1(N)C=CCC=C1,7421,1
CC1(O)C=CCC=C1,7422,1
CC1(F)C=CCC=C1,7423,1
FC1(F)C=CCC=C1,7424,1
CC1(C)C=COC=C1,7425,1
CC1(N)C=COC=C1,7426,1
CC1(O)C=COC=C1,7427,1
CC1(F)C=COC=C1,7428,1
FC1(F)C=COC=C1,7429,1
CC1(C)C=CNC=N1,7430,2
CCC1C(C)C1(C)C,7431,1
CC1C(CN)C1(C)C,7432,1
CC1C(CO)C1(C)C,7433,1
CC1C(CF)C1(C)C,7434,1
CCC1C(N)C1(C)C,7435,1
CC1(C)C(N)C1CN,7436,1
CC1(C)C(N)C1CO,7437,1
CC1(C)C(N)C1CF,7438,1
CCC1C(O)C1(C)C,7439,1
CC1(C)C(O)C1CN,7440,1
CC1(C)C(O)C1CO,7441,1
CC1(C)C(O)C1CF,7442,1
CCC1C(F)C1(C)C,7443,1
CC1(C)C(F)C1CN,7444,1
CC1(C)C(F)C1CO,7445,1
CC1(C)C(F)C1CF,7446,1
CCC1C(C)C1(C)N,7447,1
CC1C(CN)C1(C)N,7448,1
CC1C(CO)C1(C)N,7449,1
CC1C(CF)C1(C)N,7450,1
CCC1C(N)C1(C)N,7451,1
CC1(N)C(N)C1CN,7452,1
CC1(N)C(N)C1CO,7453,1
CC1(N)C(N)C1CF,7454,1
CCC1C(O)C1(C)N,7455,1
CC1(N)C(O)C1CN,7456,1
CC1(N)C(O)C1CO,7457,1
CC1(N)C(O)C1CF,7458,1
CCC1C(F)C1(C)N,7459,1
CC1(N)C(F)C1CN,7460,1
CC1(N)C(F)C1CO,7461,1
CC1(N)C(F)C1CF,7462,1
CCC1C(C)C1(C)O,7463,1
CC1C(CN)C1(C)O,7464,1
CC1C(CO)C1(C)O,7465,1
CC1C(CF)C1(C)O,7466,1
CCC1C(N)C1(C)O,7467,1
CC1(O)C(N)C1CN,7468,1
CC1(O)C(N)C1CO,7469,1
CC1(O)C(N)C1CF,7470,1
CCC1C(O)C1(C)O,7471,1
CC1(O)C(O)C1CN,7472,1
CC1(O)C(O)C1CO,7473,1
CC1(O)C(O)C1CF,7474,1
CCC1C(F)C1(C)O,7475,1
CC1(O)C(F)C1CN,7476,1
CC1(O)C(F)C1CO,7477,1
CC1(O)C(F)C1CF,7478,1
CCC1C(C)C1(C)F,7479,1
CC1C(CN)C1(C)F,7480,1
CC1C(CO)C1(C)F,7481,1
CC1C(CF)C1(C)F,7482,1
CCC1C(N)C1(C)F,7483,1
CC1(F)C(N)C1CN,7484,1
CC1(F)C(N)C1CO,7485,1
CC1(F)C(N)C1CF,7486,1
CCC1C(O)C1(C)F,7487,1
CC1(F)C(O)C1CN,7488,1
CC1(F)C(O)C1CO,7489,1
CC1(F)C(O)C1CF,7490,1
CCC1C(F)C1(C)F,7491,1
CC1(F)C(F)C1CN,7492,1
CC1(F)C(F)C1CO,7493,1
CC1(F)C(F)C1CF,7494,1
CCC1C(C)C1(F)F,7495,1
CC1C(CN)C1(F)F,7496,1
CC1C(CO)C1(F)F,7497,1
CC1C(CF)C1(F)F,7498,1
CCC1C(N)C1(F)F,7499,1
NCC1C(N)C1(F)F,7500,1
NC1C(CO)C1(F)F,7501,1
NC1C(CF)C1(F)F,7502,1
CCC1C(O)C1(F)F,7503,1
NCC1C(O)C1(F)F,7504,1
OCC1C(O)C1(F)F,7505,1
OC1C(CF)C1(F)F,7506,1
CCC1C(F)C1(F)F,7507,1
NCC1C(F)C1(F)F,7508,1
OCC1C(F)C1(F)F,7509,1
FCC1C(F)C1(F)F,7510,1
CNC1C(C)C1(C)C,7511,1
CNC1C(N)C1(C)C,7512,1
CNC1C(O)C1(C)C,7513,1
CNC1C(F)C1(C)C,7514,1
CNC1C(C)C1(C)N,7515,1
CNC1C(N)C1(C)N,7516,1
CNC1C(O)C1(C)N,7517,1
CNC1C(F)C1(C)N,7518,1
CNC1C(C)C1(C)O,7519,1
CNC1C(N)C1(C)O,7520,1
CNC1C(O)C1(C)O,7521,1
CNC1C(F)C1(C)O,7522,1
CNC1C(C)C1(C)F,7523,1
CNC1C(N)C1(C)F,7524,1
CNC1C(O)C1(C)F,7525,1
CNC1C(F)C1(C)F,7526,1
CNC1C(C)C1(F)F,7527,1
CNC1C(N)C1(F)F,7528,1
CNC1C(O)C1(F)F,7529,1
CNC1C(F)C1(F)F,7530,1
COC1C(C)C1(C)C,7531,1
COC1C(N)C1(C)C,7532,1
COC1C(O)C1(C)C,7533,1
COC1C(F)C1(C)C,7534,1
COC1C(C)C1(C)N,7535,1
COC1C(N)C1(C)N,7536,1
COC1C(O)C1(C)N,7537,1
COC1C(F)C1(C)N,7538,1
COC1C(C)C1(C)O,7539,1
COC1C(N)C1(C)O,7540,1
COC1C(O)C1(C)O,7541,1
COC1C(F)C1(C)O,7542,1
COC1C(C)C1(C)F,7543,1
COC1C(N)C1(C)F,7544,1
COC1C(O)C1(C)F,7545,1
COC1C(F)C1(C)F,7546,1
COC1C(C)C1(F)F,7547,1
COC1C(N)C1(F)F,7548,1
COC1C(O)C1(F)F,7549,1
COC1C(F)C1(F)F,7550,1
CCC1N(C)C1(C)C,7551,1
CN1C(CN)C1(C)C,7552,1
CN1C(CO)C1(C)C,7553,1
CN1C(CF)C1(C)C,7554,1
CCN1C(C)C1(C)C,7555,1
CC1C(C=C)C1(C)C,7556,1
CC1C(C=O)C1(C)C,7557,1
CC1C(C#N)C1(C)C,7558,1
CC1(C)C(N)C1C=C,7559,1
CC1(C)C(O)C1C=C,7560,1
CC1(C)C(O)C1C=O,7561,1
CC1(C)C(O)C1C#N,7562,1
CC1(C)C(F)C1C=C,7563,1
CC1(C)C(F)C1C=O,7564,1
CC1(C)C(F)C1C#N,7565,1
CC1C(C=C)C1(C)N,7566,1
CC1(N)C(N)C1C=C,7567,1
CC1(N)C(O)C1C=C,7568,1
CC1(N)C(F)C1C=C,7569,1
CC1C(C=C)C1(C)O,7570,1
CC1C(C=O)C1(C)O,7571,1
CC1C(C#N)C1(C)O,7572,1
CC1(O)C(N)C1C=C,7573,1
CC1(O)C(O)C1C=C,7574,1
CC1(O)C(O)C1C=O,7575,1
CC1(O)C(O)C1C#N,7576,1
CC1(O)C(F)C1C=C,7577,1
CC1(O)C(F)C1C=O,7578,1
CC1(O)C(F)C1C#N,7579,1
CC1C(C=C)C1(C)F,7580,1
CC1C(C=O)C1(C)F,7581,1
CC1C(C#N)C1(C)F,7582,1
CC1(F)C(N)C1C=C,7583,1
CC1(F)C(O)C1C=C,7584,1
CC1(F)C(O)C1C=O,7585,1
CC1(F)C(O)C1C#N,7586,1
CC1(F)C(F)C1C=C,7587,1
CC1(F)C(F)C1C=O,7588,1
CC1(F)C(F)C1C#N,7589,1
CC1C(C=C)C1(F)F,7590,1
CC1C(C=O)C1(F)F,7591,1
CC1C(C#N)C1(F)F,7592,1
NC1C(C=C)C1(F)F,7593,1
OC1C(C=C)C1(F)F,7594,1
OC1C(C=O)C1(F)F,7595,1
OC1C(C#N)C1(F)F,7596,1
FC1C(C=C)C1(F)F,7597,1
FC1C(C=O)C1(F)F,7598,1
FC1C(C#N)C1(F)F,7599,1
CN1C(C=C)C1(C)C,7600,1
CN1C(C=O)C1(C)C,7601,1
CN1C(C#N)C1(C)C,7602,1
CC1N(C=N)C1(C)C,7603,1
CC1N(C=O)C1(C)C,7604,1
CC1N(N=C)C1(C)C,7605,1
CC1C(C#C)C1(C)C,7606,1
CC1(C)C(N)C1C#C,7607,1
CC1(C)C(O)C1C#C,7608,1
CC1(C)C(F)C1C#C,7609,1
CC1C(C#C)C1(C)N,7610,1
CC1(N)C(N)C1C#C,7611,1
CC1(N)C(O)C1C#C,7612,1
CC1(N)C(F)C1C#C,7613,1
CC1C(C#C)C1(C)O,7614,1
CC1(O)C(N)C1C#C,7615,1
CC1(O)C(O)C1C#C,7616,1
CC1(O)C(F)C1C#C,7617,1
CC1C(C#C)C1(C)F,7618,1
CC1(F)C(N)C1C#C,7619,1
CC1(F)C(O)C1C#C,7620,1
CC1(F)C(F)C1C#C,7621,1
CC1C(C#C)C1(F)F,7622,1
NC1C(C#C)C1(F)F,7623,1
OC1C(C#C)C1(F)F,7624,1
FC1C(C#C)C1(F)F,7625,1
CN1C(C#C)C1(C)C,7626,1
CCCC1CC1(C)C,7627,1
CC1(C)CC1CCN,7628,1
CC1(C)CC1CCO,7629,1
CC1(C)CC1CCF,7630,1
CCCC1CC1(C)N,7631,1
CC1(N)CC1CCN,7632,1
CC1(N)CC1CCO,7633,1
CC1(N)CC1CCF,7634,1
CCCC1CC1(C)O,7635,1
CC1(O)CC1CCN,7636,1
CC1(O)CC1CCO,7637,1
CC1(O)CC1CCF,7638,1
CCCC1CC1(C)F,7639,1
CC1(F)CC1CCN,7640,1
CC1(F)CC1CCO,7641,1
CC1(F)CC1CCF,7642,1
CCCC1CC1(F)F,7643,1
NCCC1CC1(F)F,7644,1
OCCC1CC1(F)F,7645,1
FCCC1CC1(F)F,7646,1
CNCC1CC1(C)C,7647,1
CNCC1CC1(C)N,7648,1
CNCC1CC1(C)O,7649,1
CNCC1CC1(C)F,7650,1
CNCC1CC1(F)F,7651,1
COCC1CC1(C)C,7652,1
COCC1CC1(C)N,7653,1
COCC1CC1(C)O,7654,1
COCC1CC1(C)F,7655,1
COCC1CC1(F)F,7656,1
CCNC1CC1(C)C,7657,1
CCNC1CC1(C)N,7658,1
CCNC1CC1(C)O,7659,1
CCNC1CC1(C)F,7660,1
CCNC1CC1(F)F,7661,1
CCOC1CC1(C)C,7662,1
CCOC1CC1(C)N,7663,1
CCOC1CC1(C)O,7664,1
CCOC1CC1(C)F,7665,1
CCOC1CC1(F)F,7666,1
CCCC1NC1(C)C,7667,1
CC1(C)NC1CCN,7668,1
CC1(C)NC1CCO,7669,1
CC1(C)NC1CCF,7670,1
CNCC1NC1(C)C,7671,1
COCC1NC1(C)C,7672,1
CCCC1OC1(C)C,7673,1
CC1(C)OC1CCN,7674,1
CC1(C)OC1CCO,7675,1
CC1(C)OC1CCF,7676,1
CNCC1OC1(C)C,7677,1
COCC1OC1(C)C,7678,1
CCCN1CC1(C)C,7679,1
CC1(C)CN1CCN,7680,1
CC1(C)CN1CCO,7681,1
CC1(C)CN1CCF,7682,1
CC1(C)CC1CC=C,7683,1
CC1(C)CC1CC=O,7684,1
CC1(C)CC1CC#N,7685,1
CC1(N)CC1CC=C,7686,1
CC1(O)CC1CC=C,7687,1
CC1(O)CC1CC=O,7688,1
CC1(O)CC1CC#N,7689,1
CC1(F)CC1CC=C,7690,1
CC1(F)CC1CC=O,7691,1
CC1(F)CC1CC#N,7692,1
FC1(F)CC1CC=C,7693,1
FC1(F)CC1CC=O,7694,1
FC1(F)CC1CC#N,7695,1
CC1(C)CC1NC=N,7696,2
CC1(C)CC1NC=O,7697,2
CC1(N)CC1NC=N,7698,2
CC1(N)CC1NC=O,7699,2
CC1(O)CC1NC=N,7700,2
CC1(O)CC1NC=O,7701,2
CC1(F)CC1NC=N,7702,2
CC1(F)CC1NC=O,7703,2
FC1(F)CC1NC=N,7704,2
FC1(F)CC1NC=O,7705,2
CC1(C)CC1NN=C,7706,1
CC1(N)CC1NN=C,7707,1
CC1(O)CC1NN=C,7708,1
CC1(F)CC1NN=C,7709,1
FC1(F)CC1NN=C,7710,1
CC1(C)CC1OC=C,7711,1
CC1(C)CC1OC=O,7712,1
CC1(N)CC1OC=C,7713,1
CC1(N)CC1OC=O,7714,1
CC1(O)CC1OC=C,7715,1
CC1(O)CC1OC=O,7716,1
CC1(F)CC1OC=C,7717,1
CC1(F)CC1OC=O,7718,1
FC1(F)CC1OC=C,7719,1
FC1(F)CC1OC=O,7720,1
CC1(C)CC1ON=C,7721,1
CC1(N)CC1ON=C,7722,1
CC1(O)CC1ON=C,7723,1
CC1(F)CC1ON=C,7724,1
FC1(F)CC1ON=C,7725,1
CC1(C)NC1CC=C,7726,1
CC1(C)NC1CC=O,7727,1
CC1(C)NC1CC#N,7728,1
CC1(C)OC1CC=C,7729,1
CC1(C)OC1CC=O,7730,1
CC1(C)OC1CC#N,7731,1
CC1(C)CN1CC=C,7732,1
CC1(C)CN1CC=O,7733,1
CC1(C)CN1CC#N,7734,1
CC1(C)CN1NC=N,7735,2
CC1(C)CN1NC=O,7736,2
CC1(C)CC1CC#C,7737,1
CC1(N)CC1CC#C,7738,1
CC1(O)CC1CC#C,7739,1
