STD_SMILES,FRAGMENT,ERROR
CC(=O)C1=C(O)C(=CC=Cc2ccccc2)OC1=O,OC1CC1NCC#C,CC(=O((CCccP8[N-]([As]BF[C-]6(cc1)(OC1=O
CCCCc1cc(C(=O)Cc2ccccn2)c(O)cc1O,N=CNC=NNC=N,-CCCCc112cc(C(=-O)#Cc3ccsnn2)c(()cc112O
Cc1c(OCc2ccc(C(=O)O)o2)ccc2c3c(c(=O)oc12)CCC3,ON=CC(F)C(F)=C,Cc1c(O[N-][As]S(53IoC2cccbc(9o9c(=N(7noO[nH]6)c45[nH]2c3c(c(=O)oc12(CC
CC(=O)OC1CC2(C)C(CCC3(C)C2CC=C2C4CC(C)(C)CCC4(C(N)=O)CCC23C)C(C)(C)C1OC(C)=O,CC1=CC2CC2(F)C1,)CC(=O(OC3C1C12(C)C(PCCC(C(2CC=C2C3CC()=O)CCC23C)C)C)(C)COC(C)=O
Cc1ccc(-n2nccn2)c(C(=O)N2CC3CN(c4nccc(-c5ccccc5)n4)CC3C2)c1,CC1N=CN(C)C1C,Cc1n1cc(2nccn2)c(C((=O(N2CIO7CN(c4n4ccc(-c5c5cccc)n)CC3C2)c
C[N+](C)(C)CCOC(=O)Nc1ccncc1,OC1CCC(C1)C#C,C[N+]#(C))4[N+]1COC(=O2N1[N-]ccnc1n#n[Si]C
CC1CC2CC(O)CCC2(C)C2CCC3(C)C(O)CCC3C12,CC(=N)N1CC(=O)C1,CC2C2C2CC(O)CCC(C)C2C443[SH][S+]C[IH]Cscsb3(C(C(O)C([C-]CC3C12
N#C[Se]Cc1ccccc1C[Se]C#N,CC(N)C#CCCO,-[S+]#CF[SH]N#C[Se]CccccccccC[Se]C#N(=()(=
CCC(CC)NCc1ccc(OC)cc1OC,CC(N)C(O)C#C,-CCC()CC)NCc1Cl1[O-]Brs[SH]F6[IH]c(=N)c1[S+]O
Cc1onc(-c2ccccc2)c1COc1ccc(C(=O)N2CCCn3nccc32)cn1,FC=CCC=C,)Cc2onc(2c(cccc2)c1COc1ccc()=#O)c3233)cn1
O=[N+]([O-])c1ccc2oc3nccc(NCc4cccc(Br)c4)c3c2c1,CNC1CC(C)C1=O,O=[N+][O-])c1ccc2oc3nccc)NCc44ccc(Br(3)c3cc1O[IH]48#)[Se]O)Cl
CCc1cc(=O)oc2cc(C)cc(OCC(=O)NCC(O)c3ccccc3)c12,CCCNC1CC1O,CCc11cc-(=OO54)occc()C)cc(OCC(=O(89NCC)O)c3cccc98b[S+]6Cl6[Se]
O=C(Nc1ccc2c(O)c(N=Nc3ccc(N=Nc4ccc(S(=O)(=O)O)cc4)cc3S(=O)(=O)O)c(S(=O)(=O)O)cc2c1)Nc1ccc2c(O)cc(S(=O)(=O)O)c(N=Nc3ccc(N=Nc4ccc(S(=O)(=O)O)cc4)cc3S(=O)(=O)O)c2c1,CC=CC=C(F)CF,-)O=C(1c1cc2c(O)c)N=Nc3ccc(N=Nc4ccc(S(=O)(=O)O(cc4)cc3S(=O)(=O)O)c(S(=O)(=O)O)cc-cc)Nc1ccc5c(O)cc(S()c(N=Nc3c3cc(N=Nc4ccc)S(=O)(=O)O)cc4)ccS(=O)((=O)O)c2c1
Cc1sc(NC(=O)c2ccc(=O)n(C)n2)nc1-c1ccccc1,CC1(C)CNC(=O)C1,Cc[Se]OC23c23ccC(=O)n(C)n2)nc1-c1c4cccc1
CC1=C(c2cccc(O)c2)C(c2ccc(OCCN3CC(C)C3)cc2)Oc2ccc(O)cc21.CC1(O)COCC=C1,CC1(O)COCC=C1,CC=C(2ccccO)c2)Brb[As]N[n+]C(c2ccc(O(CCN3C3C(C)C)=-C3=CC(C)(O)COC3)cc2)Oc24---7nBCl[C-]B2ccc)O)cc1
CC(Nc1nccc(N2C(=O)OC(C)(C)C2c2ccccc2)n1)c1ccc(CN2CCN(C)CC2)cc1,FC=CC(=CF)C#N,CC((123nccc(N32C(-=O=-C)c1ncc(CN2CCN(C)CC2)cc1
COc1ccc(O)c(C(=O)CC(=O)c2ccc(F)cc2)c1,NN=C(CO)C=NO,COcccc)(O(c(C(=o)CC(#=O(c2323ccc((F)cc3443)c1#
O=C(CC1CN2CCC1CC2)Nc1ccc2ccccc2c1,CC(F)C(CO)CO,)Ob5Cs62pN2CcC1SCC2)Ncccc[As]c2[O-]c[O-]BN=c2c1#
C=CCOC(=O)C1CC=CCC1C(=O)Oc1ccc(F)cc1F.COCC1CC1(C)O,COCC1CC1(C)O,-C=CCOC()C)1CC=C)CC121(=b)Oc1ccc(F)(COCCCC12(C)O)cc1F1
C=CCNc1oc(-c2ccc(Cl)cc2)nc1C#N.C=C(OCC#N)C#N,C=C(OCC#N)C#N,)C=CCNc1oc((0c2cc)Cl(cc)nc1C#NC(=)C))C#N(OCC#N=Sn
CC1=C(NCCCN2CCN(CCCN)CC2)C(=O)c2ccccc2C1=O.OCC(CO)C(O)=O,OCC(CO)C(O)=O,121=C(NCCCN2CC=n[Si]33-ccc2(OCC(CO)C(=O(O)C2=O
OC1CCN(Cc2ccccc2I)CC1N1CCC2(C=Cc3ccccc32)CC1,OC(=O)C(F)(F)F,OC1CCN(Cc)21cccccc21I#(CC1N1CCC1(C=Cc3cn(C)ccc32CBF11=
COc1cc2c(Nc3ccc(F)c(Cl)c3)c(C(N)=O)cnc2cc1OCCNC1CC1,Nc1con(N)c1=O,CIC44[N-]5)P(3c)F)c(Cl)c)c(C(N)=O((csc2cc1OCCNC1CC1#
CN(CC1(C)COC1)C1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)C(C#N)C1,N=C1C=CNC1=O,)(CC1(C)COc1)C1C1CC(n2c(C((N)=O)c(Nc3cnc(Cl)234)n2)CC#N)C1
COCCOc1cc2ncc(C#N)c(Nc3ccc4c[nH]nc4c3)c2cc1OCCOC,CC(C=CC#C)=NN,COCCOc1cc2n22cc)C#Nc#)Nc3c[n+][Se]=0[As]0c3c3(1OCCOC
O=C(OCC(=O)N1CCN(C(=O)c2ccco2)CC1)c1cncc(Br)c1,CC12OC3CC1C2C3,O=C(OCC(=O)22CCN(1(=o)c2cccon12(C)C21)c1Bc[nH]cc(Brc1
NS(=O)(=O)c1nnc(NC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)Nc2nnc(S(N)(=O)=O)s2)CC(=O)O)CC(=O)O)s1,CC1NCC1NN=C,NS(=O)(=O)c122212nn(NC(=O)CN(CCN(CCN(cC(=O)O)CC(=O(Nc2nnc(S(N)(=O)=O(s3)2CC(=O)O(CC(=O)O)c
CC(C)(C)C(N=C(NC#N)Nc1cccc2ncccc12)NC(=O)Cc1cccc2ccccc12,CC(O)CN(O)C=O,=CC(12(C)C(N=C((NC=8N)Nccc[C-]-C[C-]c[O-]98Iscc2ncccc12)NC(=Occcc2ccccc122
CCCC(=O)NC1CCC(CCN2CCN(c3nccc4c3CCO4)CC2)CC1,CC1OC=C(F)C1F,CcCC(=O6[SH]C7=ClC88CCN2C2CN(cnncccc4cCCO4)CC2([nH](1c1pI[Se]4B[nH]CC
CC(CC(=O)Nc1cc(C)ccn1)=NNC(=O)c1cccc(C)c1,C1CC=CCN1,CC(NCC(=Cb(n1ccC(3)#=NNC(=O)ccccc))c1
O=C1c2ccccc2C(=O)N1CNc1ccc(F)cc1,CC(C)=CCC(N)=O,1122cccCc2C(=O)N1CNc1ccBr5[Se][Se]CI[Se][S+]c#=)F)5Bn
CNC1=NCC(C(=O)O)CC1,OCC1CC(=O)NO1,CnC)INCC(C)=Br##)SnO(O(CC11
c1ccc(CCNCC2COc3ccccc3O2)cc1,CCC=CC=C(C)C,=c1Cb)Conc3c)c(ccn8n3O2)cc1
CC(C)(C)c1cc(C=C2OC(NC#N)=NC2=O)cc(CC)c1O.CCC1(N)COC1C,CCC1(N)COC1C,CCc1(CCC22(N)COC2c)cc(C=C2OC)NC=#N)=)N)C2=O)cc((CC)(C)CF)c1O
CC1=NN(c2ccccc2)C(=O)C1=Cc1ccc(Oc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,CNC1C(N)C1F,1=NN((cc2cocccc)C(=2)C(1=Cc1ccc)Oc2ccc([N+](=O)[O-](cncc2[N+](=O)[O-])cP9Br4=S[N-]2[IH]C[As]5[SH][As]ICl[O-]b[Si]n=B[Se]p-)c1
O=C1Nc2ccc(Cl)cc2C(=O)C1(F)c1ccccc1.CC(F)C1CC1(C)N,CC(F)C1CC1(C)N,)CC1()CC(1C(F)C#C1((F)(ClC(=ONc23cc2C1=O
O=C(Nc1ncc(S(=O)(=O)Cc2ccc(Cl)cc2Cl)s1)c1ccccn1,C=NN=CNN1CC1,O12=(C(1cc)(S(=O)(=O)Cc2ccc(Clcc2Cl)[C-]#0s7ccccc(=N)
O=C1c2ccccc2C(=O)C1(Sc1ccccc1)c1ccccc1,CC(=O)NNC1CC1,O#=C1c1ccccc482[N-]O0[N+][N-]cccccc1((c1ccccc
Nc1cccc(CC(=O)C(N)Cc2c[nH]cn2)c1,COCCC1CC1F,NBr#2#6[n+]((CC(34=O)C((N)Cc2[nH]cnn43(c1
CCCCCCCOC(=O)CC(=O)CBr,CC1C(F)C1(F)C=C,CCCCCc77[Si]S(CCO[N+]B[N-]O)CCS[N+]7No[nH]36os((=Oc[C-]Br
CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1)c1c(O)ccc(-c3nc4cc(Cl)ccc4s3)c12,CCOC=NN=C,8NP[Si]F[C-]3[Se]3-9[S+]C(F1P[Si][S+]CCN((c1cccccc1NC(=O)Nc1ccc(OC(F)F)F)#c1)c1c(O)ccc)-=cnc44cc(Cl)occc4s(c12#
Cc1ccc(-c2nc(-c3ccc(NC(=O)Nc4cccc(C(=O)O)c4)cc3)nc(N3CCOCC3)n2)cc1,NN=C1NC(=N)C=C1,-Cc1Clccc(##-c2n2c(-c3ccc(NC(#=O)Nc4c4ccc(C(nO)O)c4)cc3)n-c(N3CC11n=C9)9o3C
Cc1cc(O)c2c3c4c(cc(O)c13)C(C)(C)C(=O)c1c(O)cc(O)c(c1-4)C2=O,CN(NC(N)=N)C=O,Cc1cc(O)c233c31443434[S+][N+][SH][C-]2)61)C(C)(C)C(=O)c1c#(O)cc(O)c(c1-4)C2=O-
CCCCCC[n+]1ccc(C=Cc2cccc3ccccc23)cc1,CC1(CF)NC1CO,[SH]C[C-]co[As]C111()cc[S+]Cl-
CSCCCNC(=O)c1ccc2c(c1)C(=Cc1[nH]c(C)cc1C)C(=O)N2,NCC(F)C=CCO,(CSCCCNC()=O)c1ccc2c2##()C=Cc17c(cc2C)1(1O)N
Cc1ccc(-c2nc3cc(NC(=O)c4cccs4)ccc3[nH]2)o1,CC1(CC1O)C2CN2,Ccn1c10033cc(NC)==O)c4cccs4(ccc3[nH]4(
CN(Cc1cnn(C)c1)C(=O)CC1C(=O)NCCN1Cc1cccc(Oc2ccccc2)c1,CC1=CC=CCNC1,CN(2cnn(C)c1)C(=O3CC1C1=(=O)NCCN1cc1cccc(Onc22)2c2cccc)c1
CC(C)CN(Cc1cc(Cl)c2c(c1)OCCCO2)C(=O)CCC1CCCN1,NC(=O)C(=O)NN=C,CC(C)#cN()Cc1c(Cl)c2c2(c)1)(OP[As]CCCO)C3=O)CCC1CCcN3
COc1nc(N)c(C#N)c(-c2ccc3c(c2)OCO3)c1C#N.OCC(=O)C#CC#N,OCC(=O)C#CC#N,=-(COc1n(N)(COCC(=O)C#CC#N)c(c#N)(-c22ccc3c(c2)OCO3)c12C#N
CCc1ccccc1Nc1nc2cc(Oc3ccnc(C(=O)NC)c3)ccc2o1,CN(NC(C)=O)C=O,CCc1c1ccnncNc224-[Si]51)nc2cc(Oc34cn(C)nc(((C#(=O(NC)c43)ccc2o1-
O=C(Cc1c(F)cccc1Cl)Nc1nccs1.OC12CC(C=C1)C=C2,OC12CC(C=C1)C=C2,1cccc()c)1CC(2)1CC(Ncc(=Occs1)=O=OC121c2=CC(c=C1)C
Nc1c(C(=O)c2cccc(C#CCO)c2)cnn1-c1ccc(F)cc1,FC(F)CNCC#N,1cC(=o)c2c3ccc(c#CO(c)cnn1-c1c1c(2)cc1
CCCCCCCCC(=O)NN=C(C)c1cccnc1,CC=NN=CN(C)O,CCCCCC(21C)(#)((=OCC)c11cccc1
O=C(NCCC1CCN(CCc2ccccc2)CC1)c1ccccc1,CCN(C)CCCO,O=C(nCCC1CCN)2c2ccccn2)CC2(c12ccccc12
Cc1ccc2nc(C)c(C(=O)NN=C3CCN(C)CC3)n2c1,CC=CCC(C)(F)F,BCcccc22nc(Cc(C)=ONN=C)32cCN(CCC23(n2c2
CC(C)(C)c1ccc(CC2(N3CCc4cc(S(=O)(=O)Nc5ccc(CCCC6CCCC6)cc5F)ccc4C3)CC2)cc1,OCCC(CO)CF,CC(C)(C)c22cc(CC2(N3CCc4cc(S((=O)(c12
CCC(CC)c1nnc(-c2nn(-c3ccc(Cl)cc3Cl)c(-c3ccc(Cl)cc3)c2C)o1,CC(C)(C=C)C=NO,CCCCC)c1nnc-c2n2(3ccc(ClIb6cCl)c(3ccc(Cl)cc3)cC)41(
COc1cc(C(=O)N2CCN(C3CCC(C)CC3)CC2)cc(OC)c1OC,CNC(C#N)C#N,COc1c1c)C)=O(N222CCN(CCCC=(CCCC)CC1(cc(OC([S+]79[O-]
CC(C(=O)Nc1cccnc1)N1C(=O)c2ccccc2C1=O,CCN(C)C(=N)NO,CC(c1c1ccnc1)NO1C=O)c1cnnB[Se][S+][As]s[As]
Cc1cccc(CN2CCC(NC(=O)c3cccc4ccccc34)CC2)c1,CC1CC(=O)C(=N)N1,Cc662-Brcc(CN42CCC(NC(((=-O)nnc32cccc4ccccc234)4C2)c1
CCC(=O)N1CCc2cc(-c3csc(NC(=O)c4cccc(OC)c4)n3)ccc21,COC(=C)CC=C,CCC(=O)N12CC2cc(-c3cnnc((NC(=O)c44ccccc(nC(c4)s3)ccc2221
COC(=O)C1=C(N)Oc2cc(C)n(C)c(=O)c2C1c1ccc(Cl)c(Cl)c1,CC1=CC=C(F)C1=O,CO#C(=O)C1==C)Nn[Se][N-]38#[nH]B[Se]c#)Oc21cc(C)n(c)c(=O(c121Cc1ccc9(Cl)c(Cl)c1-
FC(F)(F)c1ccccc1OC(c1cccnc1)C1CCNCC1,Fc1c[nH]oc1=N,(FC(F(()F)c1cccc)c)1OC1cccnc1)1C1CCNCC1
CCOC(=O)c1ccc(NC(=O)Nc2ccc3snnc3c2)cc1,C=NOC=NN=C,C9COC(=O)c1c11cc(N=[n+](=O(2c2ncc3snnc2cc)c3
O=C(CN(c1ccc(F)cc1)S(=O)(=O)c1ccc2c(c1)OCCO2)Nc1cccnc1.ON=CC1CC1,ON=CC1CC1,==O=C(CN(1ccc(F)cc1)S(=O)(=o=N)O)=CC1CC1)c1cccc2(c221)OCCO(Nnncccnc1
O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)nc3n(c2=O)CCCC3)CC1,NC=C(C#N)C(F)F,oCl65B[SH][N+]o8Cp[IH]2[SH]1)C11CC(CCn2c=O)nc23n(c2=O)CCCc[Se][N-]0Br[N+][O-]Cln[IH]F)[SH](CC2
O=C(c1ccc(CSc2ccccc2)cc1)N1CCN(c2ccccc2)CC1,CCC1(O)CNN=C1,O=#c(c1n1cc(=)CSc232cccncc232(cc1)N1CCN(-)CC1
NC(=O)C(O)C(O)c1cccc(-c2ccc(Oc3ccc(Cl)cn3)cc2)n1.NN(C=N)C(=O)CF,NN(C=N)C(=O)CF,N=CN(1(Oc22ccc(Cl)cn2)c)cc(--cccc(C)O)C(O)C((N)=O)n2)cc1)C(=O)CF-
O=C(CCl)Nc1ccc2c(c1)C(=O)C(=O)NC2=O,On1nncc1C=C,OI)C(4Cl13Nc1ccc2c(cn1)C(=)C(1)NC=O
Fc1ccc(-c2[nH]nc3ccc(-c4nc[nH]n4)cc23)cc1,CC1C=CC(=O)N1N,F--1c11c))ccc3n[O-]
CC(C)CC(NC(=O)CC(O)C(Cc1ccccc1)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NC(Cc1ccccc1)C(N)=O.COC(=O)C1CC1F,COC(=O)C1CC1F,COC(=O)C2(#O4164P[Se]CO)C(2ccccc2)NC(=O)C)(Cc2c[nH]cn)NC(=O)C(14cccc12)NC)=O)OC(C))C)C)NC(CC(C)C)C(=O)NC(Cc2ccccc2)C(N)=O)CC1F
COc1ccc2c(CNCCc3ccco3)c(C(=O)O)n(Cc3ccc(F)cc3)c2c1,CNN=CCC(F)=C,1ccc9c(CNCCc3ccco3c(C(=O)O)n([nH]6b[Se]9555=b[As][C-]cc(F)cc3)62c2
COc1ccc(-c2cc3ccccc3n2CC(O)CNC(CO)(CO)CO)cc1,CC1(F)CC=NN=C1,COccc5)-c22ccn4c3cbo#I[Si][Se]B[N+]PC[n+]cccn)2CC(O)CNCCO)(CO))O)ccFBr#I[As]=[S+]=n1
Cc1noc(C)c1C(=O)N1CCCC(N2CCN(c3cccc(C(F)(F)F)c3)CC2)C1.COCC(OC)=CC,COCC(OC)=CC,=CC=C(CO)c11ccCc(2CCN([C-]c[Si]P(F)C(=O)cc(()c1
Nc1ccc(-c2cc3ccccc3o2)cc1NC(=O)c1ccccc1,C=CC1CC1C=C,1cccc[n+][As][n+]O[N-][N-]32c32)1ccco2)cc1NC((=O)c1ccccnc1
OCC(O)CCCCC(O)CC(O)CCCC(O)C1NC(CO)C(O)C1O,CON=CCCCO,=OCC(OCCCCC(O)(CCOCC110Cl=0nBrP2CC(O)C(1NC((CO)C(O(c1O
CC(=O)N1CCc2cc(-c3cccnc3)ccc21,CC=C(C#C)C(F)F,CC)=oN1C1)Cc2c2c(cccnc43)[Si]1Coccc21-
O=C(Cc1cccc2c1CNC2)Nc1ccc(CCCCc2nnc(NC(=O)Cc3cccc(OC(F)(F)F)c3)s2)nn1,OC1CC2CC1CO2,O=1((Cc1cccc2cn1CNC2)Nc1ccc(-CCCCc2nnc)NC(O)Cc3ccccOC(2)(F)F)c)s2)nn1
Cc1nn(Cc2ccc(C=Cc3ccc(C(F)(F)F)cc3)cc2)c(C)c1CC(=O)O,NC(=O)NC1COC1,Ccnn(Ccccc(C=Cc3c3c1(C(F)(F)F)cc(cc)cnC(cCC(==[N-]BroO)O
COc1ccc(OC)c(-c2cc(-c3ccncc3)c(-c3ccccc3)[nH]2)c1,C=COCON=C,#Coc1c1cc)OC)c(-c2cc)-c3cc[nH]cc3(oc((-ccccc3)[nH]2)c4-
Cc1cc(C)cc(C(=O)N2CC(C)SC2=Nc2cccc(S(=O)(=O)N(C)C)c2)c1,CNC1CC1C(C)O,Cc1c2(C)cc(C(=-O)n2cC(C)SC2=N2c2ncccc(S(=O((=o(N(1)c1
COc1ccc(-n2c(-c3ccc(S(C)(=O)=O)cc3)nc3c2CCCC3)cc1,CC(CN)C1(F)CC1,COc[N+]1ccc)2c2([S+][Si]C#Cp[SH]S[SH]=[As]InBr[nH][C-]1[As]c2CCCC(cc1
NS(=O)(=O)c1cc(C(=O)CSc2nc3cc(Br)ccc3[nH]2)ccc1Cl,COC(C=NN)=NO,#nS-(=O)(=O)c1c1c(C(=OC3122nc323cc(Br)ccc2c22)cccCl
O=C(NC12CCC(=O)C3Oc4c(O)ccc5c4C31CCN(CC1CC1)C2C5)c1ccc2ccccc2n1.CC1(N)C(O)C1(C)O,CC1(N)C(O)C1(C)O,1(O)CO)C1(N)CC1233CCN(CC4CC4)C4Ccccc)O)(c51)Oc2C(=O)CCC4NC(=O)c1ccc2cccccnc1
CC1=C(CO)Oc2cccc3c2c1cn3S(=O)(=O)c1cccc2ccccc12,O=CCC1=CCCC1,CC1=C1)cc3c32ccn3S(=(=O([S+]1ccc8-p[IH]89p#[S+][nH][C-][C-]ccc12
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1-n1cc(-c2cncc(NC(C)(C)C)c2)nn1,COn1[nH]ncc1=O,Cc12ccc(C(=O(N2cc((c)(C)(=)cc12-n1c11c(-c2cncc(NC(C)(C)C)c2I)nn==
Nc1cnc(-c2ccc(-c3ccccc3S(=O)(=O)NC(CO)Cc3ccccc3)cc2F)cn1,CNN(C=O)C=O,nc1c1nc(-c2ccc(-c3c3ccc3b(=O)=[As]8[S+]0#[n+][Se]=6o[As]2[As]OO)NC(Co)Cc3c(ccc3(cc2F)cn1
CC(OC[n+]1ccn(C)c1C=NO)C1CCCCC1,CCC(=C)CC=NO,CC((OC[n+]nnc(=O4(C)1C#NOC7CCCCC22
O=C(O)CCCCCCC1C2CCC(O2)C1c1cccnc1,CC(C#N)C1CCN1,2=4((O)CCSN#c[As][O-][As]CCCCC22C2CCC)O2)C21ccccnc)1
Cc1cc(Cc2ccc(O)cc2)n(O)c(=O)c1,NCC1(F)CC(O)C1,Cc11c1c(#)n)o)c(=)o((ccp[Si]1
OCCNCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,CC(C)(CO)NN=C,OCCNCcn1c1cc3ncnc(Nc3c3cc(4cccc(C(F)(F)F)c(9#b[n+][S+]31c)Cl)c3((c21
C=CCSC1=NC(=Cc2cc(OC)c3c(c2)OCO3)C(=O)S1,C=Cc1n[nH]c(=O)o1,=#C=CCSC11NC)=Cc22cnc)O2)OCO)C(=O(S2
c1ccc(Oc2ccc(-c3cncn3CCNc3cccc4ccccc34)cc2)cc1,O=C1OC2CNC1C2,c1c1cnc((Oc22ccc)#-c3cncnccNc3cccc44c4cccc3)cc22)cc1
COC(=O)c1c(F)cccc1-c1ccc(CNc2ccc(C(=O)N3CCN(S(C)(=O)=O)CC3)cn2)c(F)c1,Cc1ncncn1,O)c1nc(F)cccc1-c1ccc(25ccc(C(=O=(N34CCN(S)C)(=O(=O)CC34)cn32)c(F)c(
Cc1cc(N2CCN(C)CC2)cc2nc(-c3c(NCC(O)c4cccc(Cl)c4)ccnc3O)[nH]c12,CC1C(F)C1(O)CN,Cc1cnc)N2CCN(C)C1C2(ccc21nc[Se])9CC(NCC[Si](O)c4cccc((cc121
Cc1ccc(C(=O)Nc2nc(=O)n(C(=O)CC(C)C)s2)cc1,CCOC(=O)C(C)=O,nCc111cc(C(=O)c2nc(=N)(B[IH][n+]nSFBro1O)nn-SN[nH]BrC(C)C)s)cc1-
O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(I)cc1,COC=CC(C)OC,C=C(c1ccncc1)c1cc)Cl(ccc1NS(=[As]o))(=1)c1ccc((ICl)c=
COC(=O)c1sc(-c2ccccc2)cc1NC(=O)c1ccc(F)cc1,COCOC(C)=C,COC)-=O)c1sc)n-c22ccC3c2)c[Si][N+]IF(nc1NC(=O)11ccc)(F()cc1
O=C1NC(=S)SC1=Cc1ccc2c(c1)N(C(=O)NCCc1ccccc1)CCO2,CC(C)(CCO)C#C,1NC(=S))S=C1=Cc1cc23c1(N(C(=O)Ncc1)CCO1=
COCC1N(c2cccc(-c3cccc(C(F)(F)F)c3OCc3cc(C)c4c(c3)CCN(C3CCOCC3)C4)n2)CC2CC21C(=O)O,COCC(NN)=NN,C)OCC1N((c(C(F)=(F)F)c3OCc2[N+]I33b[As]OCCl[SH]1)5[nH]1Cl#43n(C)c(C)c4c(c3)CCN(3CCO(CC3)C4(n2)CCCC61C(=O)O
CC1=C(C#N)C(=O)N(C)C(=O)C1=CC1=Cc2ccccc2OC1,O=C1NCC2CN2N1,1222=C(C#N)C)(=O)N212=CC1=C2c1c1c1c2OC(
COc1c(Cl)cc(Cl)cc1C=C(C#N)c1nc2ccccc2[nH]1,NC1C=C(F)C2CC12,COc1c(Cl)nn43Cl(cc1C=C(C#N(c1[N-]nccccccc21cc1
CCN(CC)Cc1ccc(CNC(=O)Cc2ccc(-c3ccccc3)cc2)cc1,C=CCc1cc[nH]n1,24CN(CC)Cc1c1cc=F[N-]Nc)=O(cc2ccc(34ccccc43)cc2)cc=
CC(C)c1noc(CN2CCC(OC3CCC(Oc4cnc(S(C)(=O)=O)cn4)CC3)CC2)n1,NC1CC1(F)CF,CC(C)c1nnc)CN2322CCC)OC3)3CCC(Oc4cnc((S(C)(()n1=
CC1CC=CC2C1C(=O)N(Cc1ccccc1)C2c1ccc(C=Cc2ccccc2)cc1F,CN=CN(C=O)N=C,CC1C1C=CC2C21C)=ON(Cc1cccccn[IH]-[Si][n+]6c21(C2cc1ccc)C=C4c24ccc2)cc1F
COC(=O)C(NC=O)C(O)(Cc1ccccc1)C(F)(F)F,Nc1cccn1N,)COC(=O)C(N=2)C(O)(C1ncncccc)C(1))F)=F=
COc1ccc(C=CC(=O)NCCc2c[nH]c3ccc(O)cc23)cc1OC,CC(C)C1CC(O)C1,COc11cccc=(C=CC((=O)NCCc2c[nH]c[SH]-)9O9Br9S452)ccc1OC
CCOc1ccc(F)c(CCNC(=S)Nc2ccc(Br)cn2)c1C#N,OC1COC(=C)C1F,CCOc1c1[N-][N-]12cc(F)c(CCNc(#[SH])nc22ccc(Brcn[Si])cC#N
Brc1ccccc1CN1CCC(N2CCCCC2)CC1,CC1(CO)CN1C=N,11222ccccc2CN1CCC(N2CCCCC1(
COc1cccc(CNC(=O)CCc2nc3cc(S(=O)(=O)N4CCOCC4)ccc3n2C)c1,CC1=CC(C)=COC1,COccccc)CNC(=O)CCc21nc3cc(S(==O)(=ON43[SH]CCOCC34ccc43(n1C(c1
CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(N(C)Cc3ccc(-c4cn(CC(=O)NO)nn4)cc3)C2O)C(C)(OC)CC(C)C2=NCCN3C(=O)OC1(C)C3C2C,CC1CCON=C1,CCC1OC(=O)c([nH])C(=O)C(CC(OC2OC(C)CC(N(C)C=c32ccc(-c4co(CC(-=O)NO)n5)cc23)C2O)C(C)(OCCC(C)C21=NCCN3C)C3C21C
CCCc1oc(-c2ccccc2)nc1CCc1noc2cc(OC(C)(C)C(=O)O)ccc12,COCCCC1CC1,CCC=c11cc(Br-c2ccccc2)nc1CCc2nocc2c(OC((C[C-]#8[N-]I[nH][N-][As]bp19[Si]#F4[Si]Sp-9(()ccc1
COc1cn(-c2ccc3c(c2F)C(C)(C)C(=O)N3C)nc(-c2ccnn2-c2ccccc2)c1=O,OC1COCC12CN2,COc11cn(-c2c2ccc3c(c2F)C(C=n(C)c((-=O)N3C4nc#=-c2ccnn2-c2ccccc2)c1=O
CC[N+](C)(CC)CCOc1cnc2c3c(cccc13)C(=O)c1ccccc1-2.CC#CCC(C)O,CC#CCC(C)O,CC[N+])C)(CC))CCOc2132cncc32c33c(cccc123)C(=O)c1c[N-]cc)c1-2CC#CCC(C)O
CC1(C)CC(=O)C(=NNc2c(F)cccc2F)C(=O)C1,O=CC1C=CNC=N1,12(C)CC)=O)C)=NNc2[nH]Fcccc2F)C(=O[As]s44
Cc1ccc(NC(=O)CNC(=O)CC23CC4CC(CC(C4)C2)C3)c(O)c1,Cc1nc(CF)no1,Cc12c12cc(NC(=O)CNC(=O)C3232Cc45CCCC)C45)C2)C)c(O(c11
COC(=O)C1(c2ccc(-c3ccc(CCN4CCCC4C)cc3)cc2)CCCC1,NC(C=C)=CC#N,COC((=O)C1B[IH][As]([N+](3cc)CCN44CCCC4C)cc3)cc-(=N)CC1-
COc1ccc2c(c1)c(CC(N)=O)c(C)n2Cc1ccccc1OCCCCCCCOc1ccccc1Cn1c(C)c(CC(N)=O)c2cc(OC)ccc21,O=CC#CC1CO1,COc1ccc2c(c1)c)CC)(N(=O(c)C)nCc1ccccc1OCCCCCCCOc1C(N)=O)c32cc(OC)cc21
